movieId,title,genres,poster_url,release_year
15,Cutthroat Island (1995),Action|Adventure|Romance,https://image.tmdb.org/t/p/w500//hYdeBZ4BFXivdouxLfQGWNE6zRx.jpg,1995
16,Casino (1995),Crime|Drama,https://image.tmdb.org/t/p/w500//4TS5O1IP42bY2BvgMxL156EENy.jpg,1995
17,Sense and Sensibility (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg,1995
18,Four Rooms (1995),Comedy,https://image.tmdb.org/t/p/w500//75aHn1NOYXh4M7L5shoeQ6NGykP.jpg,1995
19,Ace Ventura: When Nature Calls (1995),Comedy,https://image.tmdb.org/t/p/w500//wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg,1995
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500//jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg,1995
21,Get Shorty (1995),Comedy|Crime|Thriller,https://image.tmdb.org/t/p/w500//r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg,1995
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,https://image.tmdb.org/t/p/w500//oMgwJb016znNZcpDR20eXxZoW8A.jpg,1995
23,Assassins (1995),Action|Crime|Thriller,https://image.tmdb.org/t/p/w500//kgqS4jn60E8UIExfceMUExB3ZKK.jpg,1995
24,Powder (1995),Drama|Sci-Fi,https://image.tmdb.org/t/p/w500//kImKATjY4EsK5MDgrmpJdGbQEbq.jpg,1995
25,Leaving Las Vegas (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//wIfP6uLXD9Ptu68SyRx8WuSNNSK.jpg,1995
26,Othello (1995),Drama,https://image.tmdb.org/t/p/w500//nNP3FDHUIyztw5eq5AejZKzqXbz.jpg,1995
27,Now and Then (1995),Children|Drama,https://image.tmdb.org/t/p/w500//q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg,1995
28,Persuasion (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,1995
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,https://image.tmdb.org/t/p/w500//whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,1995
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,https://image.tmdb.org/t/p/w500//tzG1UxUSfPACREjgBrsPDRUvneH.jpg,1995
31,Dangerous Minds (1995),Drama,https://image.tmdb.org/t/p/w500//yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,1995
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,1995
34,Babe (1995),Children|Drama,https://image.tmdb.org/t/p/w500//zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,1995
35,Carrington (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//8NmeBTkC4UQa8XT2GGsBN2R8Bqo.jpg,1995
36,Dead Man Walking (1995),Crime|Drama,https://image.tmdb.org/t/p/w500//wQmmJi5ypfHH2boXrQBmsep7qb2.jpg,1995
38,It Takes Two (1995),Children|Comedy,https://image.tmdb.org/t/p/w500//4CptjFLiIJXtjc3dykS7vkEHMbw.jpg,1995
39,Clueless (1995),Comedy|Romance,https://image.tmdb.org/t/p/w500//8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,1995
40,"Cry, the Beloved Country (1995)",Drama,https://image.tmdb.org/t/p/w500//kGPsBswFOCjiGzXq4OZwzEAAODa.jpg,1995
41,Richard III (1995),Drama|War,https://image.tmdb.org/t/p/w500//aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg,1995
42,Dead Presidents (1995),Action|Crime|Drama,https://image.tmdb.org/t/p/w500//wRLepMZoUCwjLFb1WSbuUT6uVWR.jpg,1995
43,Restoration (1995),Drama,https://image.tmdb.org/t/p/w500//z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,1995
44,Mortal Kombat (1995),Action|Adventure|Fantasy,https://image.tmdb.org/t/p/w500//fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,1995
45,To Die For (1995),Comedy|Drama|Thriller,https://image.tmdb.org/t/p/w500//d1VP7GNl1hh43Nyuy1Cb2BSrhEj.jpg,1995
46,How to Make an American Quilt (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//vwYRaERccwXWCYrTzeWRZRarJOo.jpg,1995
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,https://image.tmdb.org/t/p/w500//6yoghtyTpznpBik8EngEmJskVUO.jpg,1995
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,https://image.tmdb.org/t/p/w500//kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,1995
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,https://image.tmdb.org/t/p/w500//8dH7y4O26uLPesxUTT80igEtsBM.jpg,1995
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//ice135yQZp4iX2SgCmd90nKgS5j.jpg,1995
54,"Big Green, The (1995)",Children|Comedy,https://image.tmdb.org/t/p/w500//nVHqIuBTcTLmAIrML7T704UwfNI.jpg,1995
55,Georgia (1995),Drama,https://image.tmdb.org/t/p/w500//uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,1995
57,Home for the Holidays (1995),Drama,https://image.tmdb.org/t/p/w500//3zqlKdOttWyExzopVxglz50Vjxq.jpg,1995
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,1994
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,https://image.tmdb.org/t/p/w500//ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,1995
61,Eye for an Eye (1996),Drama|Thriller,https://image.tmdb.org/t/p/w500//y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,1996
62,Mr. Holland's Opus (1995),Drama,https://image.tmdb.org/t/p/w500//kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,1995
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,https://image.tmdb.org/t/p/w500//HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,1996
64,Two if by Sea (1996),Comedy|Romance,https://image.tmdb.org/t/p/w500//xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg,1996
65,Bio-Dome (1996),Comedy,https://image.tmdb.org/t/p/w500//pkL8rqpO0EryTV1DLJJdrhOZ7sL.jpg,1996
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//nsKDpcdC62krEPlCKKjLSHuMwwu.jpg,1996
68,French Twist (Gazon maudit) (1995),Comedy|Romance,https://image.tmdb.org/t/p/w500//xlLnHizshGBwMiNrnop2kg2nYzE.jpg,1995
69,Friday (1995),Comedy,https://image.tmdb.org/t/p/w500//2lReF53F8trkC68piGSfk0JVwWU.jpg,1995
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,https://image.tmdb.org/t/p/w500//sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,1996
71,Fair Game (1995),Action,https://image.tmdb.org/t/p/w500//qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,1995
72,Kicking and Screaming (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//ynAtSpTou7snNOq32djzILw9VCA.jpg,1995
73,"Misérables, Les (1995)",Drama|War,https://image.tmdb.org/t/p/w500//czlMyja9zSMnAuXQXTMxJ5Dw7Yc.jpg,1995
74,Bed of Roses (1996),Drama|Romance,https://image.tmdb.org/t/p/w500//e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg,1996
75,Big Bully (1996),Comedy|Drama,https://image.tmdb.org/t/p/w500//dws3JR4Yi325Tz33XnuXEB6XjGr.jpg,1996
76,Screamers (1995),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//eqgBf791rMZG7ywHfObpXeMpiRf.jpg,1995
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500//kogaCIIylHmWQo2gJrrdq8Br8b8.jpg,1995
79,"Juror, The (1996)",Drama|Thriller,https://image.tmdb.org/t/p/w500//31mRYhJvaknQx8PQnR2UV7YCkLT.jpg,1996
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,https://image.tmdb.org/t/p/w500//u6jrlgZZx3zSFPDPTVOYpueljgH.jpg,1995
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,https://image.tmdb.org/t/p/w500//rA4Jttg1kJvNhSv7wM0SNyXrqY0.jpg,1995
82,Antonia's Line (Antonia) (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,1995
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//45xucuNlia6vEPWYrYu2QlnwgpO.jpg,1996
85,Angels and Insects (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,1995
86,White Squall (1996),Action|Adventure|Drama,https://image.tmdb.org/t/p/w500//muhTVa52IufjTaqNseXFQUAEuyG.jpg,1996
87,Dunston Checks In (1996),Children|Comedy,https://image.tmdb.org/t/p/w500//xR2cWC04kWNr7TBeXNOf4uOqn00.jpg,1996
88,Black Sheep (1996),Comedy,https://image.tmdb.org/t/p/w500//bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg,1996
89,Nick of Time (1995),Action|Thriller,https://image.tmdb.org/t/p/w500//A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,1995
92,Mary Reilly (1996),Drama|Horror|Thriller,https://image.tmdb.org/t/p/w500//eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg,1996
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,https://image.tmdb.org/t/p/w500//fodPA5x3REtOwColG17CucreZqM.jpg,1995
94,Beautiful Girls (1996),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,1996
95,Broken Arrow (1996),Action|Adventure|Thriller,https://image.tmdb.org/t/p/w500//2ND1sEyW8CjRx3IOgrJLWP76BjM.jpg,1996
96,In the Bleak Midwinter (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//lam5mVjru6yhgG8N1MHCqAUrxzL.jpg,1995
97,"Hate (Haine, La) (1995)",Crime|Drama,https://image.tmdb.org/t/p/w500//8rgPyWjYZhsphSSxbXguMnhN7H0.jpg,1995
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,https://image.tmdb.org/t/p/w500//laPSb9I8TuYslOh1OcgaTByWKnw.jpg,1995
100,City Hall (1996),Drama|Thriller,https://image.tmdb.org/t/p/w500//tEpefYZtoDZsMflWrPIXbW0OSwN.jpg,1996
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,https://image.tmdb.org/t/p/w500//6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg,1996
102,Mr. Wrong (1996),Comedy,https://image.tmdb.org/t/p/w500//yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg,1996
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//500Ne3EDn3HHpuCQWwGKR74r0cB.jpg,1996
104,Happy Gilmore (1996),Comedy,https://image.tmdb.org/t/p/w500//4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,1996
105,"Bridges of Madison County, The (1995)",Drama|Romance,https://image.tmdb.org/t/p/w500//aCBrhOQjhG397GLkEZ49zReQEKX.jpg,1995
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,https://image.tmdb.org/t/p/w500//gX2TAgjGvk2LJk4Awu0LM7UScfQ.jpg,1996
110,Braveheart (1995),Action|Drama|War,https://image.tmdb.org/t/p/w500//or1gBugydmjToAEq7OZY0owwFk.jpg,1995
111,Taxi Driver (1976),Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500//ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,https://image.tmdb.org/t/p/w500//1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg,1995
113,Before and After (1996),Drama|Mystery,https://image.tmdb.org/t/p/w500//oK8UKDrjFS14OFoihaQPfmmMOyI.jpg,1996
116,Anne Frank Remembered (1995),Documentary,https://image.tmdb.org/t/p/w500//6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg,1995
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,https://image.tmdb.org/t/p/w500//d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg,1995
118,If Lucy Fell (1996),Comedy|Romance,https://image.tmdb.org/t/p/w500//l3Bwmjdon6JBDzJUA3ZSdMZZ7lI.jpg,1996
121,"Boys of St. Vincent, The (1992)",Drama,https://image.tmdb.org/t/p/w500//cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg,1994
122,Boomerang (1992),Comedy|Romance,https://image.tmdb.org/t/p/w500//cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg,1992
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,https://image.tmdb.org/t/p/w500//43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,1994
125,Flirting With Disaster (1996),Comedy,https://image.tmdb.org/t/p/w500//sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg,1996
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,https://image.tmdb.org/t/p/w500//o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg,1994
132,Jade (1995),Thriller,https://image.tmdb.org/t/p/w500//8KWiZKDYpAgh8n27lanvTuDquyX.jpg,1995
135,Down Periscope (1996),Comedy,https://image.tmdb.org/t/p/w500//brleKcHsirTw7lFqcgUMOfgL2nl.jpg,1996
140,Up Close and Personal (1996),Drama|Romance,https://image.tmdb.org/t/p/w500//2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg,1996
141,"Birdcage, The (1996)",Comedy,https://image.tmdb.org/t/p/w500//4IpC35BoA5aRO0Q1DpFGJ8iKKYq.jpg,1996
144,"Brothers McMullen, The (1995)",Comedy,https://image.tmdb.org/t/p/w500//6oWsOJP0ed5gs8n2UywcailoxFN.jpg,1995
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500//x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,1995
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,https://image.tmdb.org/t/p/w500//tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg,1995
147,"Basketball Diaries, The (1995)",Drama,https://image.tmdb.org/t/p/w500//AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg,1995
148,"Awfully Big Adventure, An (1995)",Drama,https://image.tmdb.org/t/p/w500//tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg,1995
149,Amateur (1994),Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500//mjooOyiOQcGYilCkcBx8lcdyuZi.jpg,1994
150,Apollo 13 (1995),Adventure|Drama|IMAX,https://image.tmdb.org/t/p/w500//kzj95o9FlVxKziQq36mjES3wxel.jpg,1995
151,Rob Roy (1995),Action|Drama|Romance|War,https://image.tmdb.org/t/p/w500//4QuypgbNYmPECAAHnV3QY8qEpOz.jpg,1995
152,"Addiction, The (1995)",Drama|Horror,https://image.tmdb.org/t/p/w500//1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg,1995
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,https://image.tmdb.org/t/p/w500//mzzNBVwTiiY94xAXDMWJpNPW2US.jpg,1995
154,Beauty of the Day (Belle de jour) (1967),Drama,https://image.tmdb.org/t/p/w500//iUAFECovwPA0cVV9bo4uNGLJSGL.jpg,1967
155,Beyond Rangoon (1995),Adventure|Drama|War,https://image.tmdb.org/t/p/w500//xTiy5kSP3Hetig7xB4E8INq5ron.jpg,1995
156,Blue in the Face (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//u0iwm9SDjlfFZDrSdSbcebX7VUG.jpg,1995
157,Canadian Bacon (1995),Comedy|War,https://image.tmdb.org/t/p/w500//bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg,1995
158,Casper (1995),Adventure|Children,https://image.tmdb.org/t/p/w500//2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg,1995
159,Clockers (1995),Crime|Drama|Mystery,https://image.tmdb.org/t/p/w500//c79uqLJleho2a7OQayfrW5Ypphf.jpg,1995
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,https://image.tmdb.org/t/p/w500//hPNSToNIIpRO6y5Rh973leqQqNr.jpg,1995
161,Crimson Tide (1995),Drama|Thriller|War,https://image.tmdb.org/t/p/w500//21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg,1995
162,Crumb (1994),Documentary,https://image.tmdb.org/t/p/w500//oJWGWzaYdYG4mkQK6sbus5Tenho.jpg,1994
163,Desperado (1995),Action|Romance|Western,https://image.tmdb.org/t/p/w500//e3gwpBeXpvGZsxUya9zNym5QXrw.jpg,1995
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,https://image.tmdb.org/t/p/w500//5lcJhwKGavLbPva17QkTBhLfqEk.jpg,1995
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,https://image.tmdb.org/t/p/w500//skdHpVja0uRNKVVN9ksviI86I4z.jpg,1995
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,https://image.tmdb.org/t/p/w500//cRzRj2UBvIH8ryWhu5PNL2PzV7j.jpg,1995
168,First Knight (1995),Action|Drama|Romance,https://image.tmdb.org/t/p/w500//xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg,1995
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,https://image.tmdb.org/t/p/w500//3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg,1995
170,Hackers (1995),Action|Adventure|Crime|Thriller,https://image.tmdb.org/t/p/w500//qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg,1995
171,Jeffrey (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//tHcKImp3QqG7UWdv3PzEHZX8oHT.jpg,1995
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg,1995
173,Judge Dredd (1995),Action|Crime|Sci-Fi,https://image.tmdb.org/t/p/w500//cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg,1995
174,Jury Duty (1995),Comedy,https://image.tmdb.org/t/p/w500//DbKQDPqBE4kCaePj4CHu6r3ZAb.jpg,1995
175,Kids (1995),Drama,https://image.tmdb.org/t/p/w500//8qV8hUVCUnFIQKewzlhaFWhdszK.jpg,1995
176,Living in Oblivion (1995),Comedy,https://image.tmdb.org/t/p/w500//b54xDk98oWtEtAso9sj1wjaZDDH.jpg,1995
177,Lord of Illusions (1995),Horror,https://image.tmdb.org/t/p/w500//miQREwapDUNwfInokjeVLt8BiNM.jpg,1995
178,Love & Human Remains (1993),Comedy|Drama,https://image.tmdb.org/t/p/w500//9QVw6cPXfsjr4PncE1TeWudeLmh.jpg,1994
179,Mad Love (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//glhctWoYw1jg8z0FUSwFD4UTNi4.jpg,1995
180,Mallrats (1995),Comedy|Romance,https://image.tmdb.org/t/p/w500//kNm0AQFIc4nlzCd8Nqvbb5gccAV.jpg,1995
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,https://image.tmdb.org/t/p/w500//pcLbHqs80dchv0byHivhdwHKEup.jpg,1995
182,Moonlight and Valentino (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//wZJ94p4Hih0UlsWNlvR2XDtTkDH.jpg,1995
183,Mute Witness (1994),Comedy|Horror|Thriller,https://image.tmdb.org/t/p/w500//kfCIZNpb2bWspnQNkIQftQlksCU.jpg,1995
184,Nadja (1994),Drama,https://image.tmdb.org/t/p/w500//sIZl6Oy5nn4kHKHamX50tSPF4Ob.jpg,1994
185,"Net, The (1995)",Action|Crime|Thriller,https://image.tmdb.org/t/p/w500//dtupntUFMD5iXBo8HLfALt2ET4R.jpg,1995
186,Nine Months (1995),Comedy|Romance,https://image.tmdb.org/t/p/w500//z1nzYuoeTbGBrSicDxJEhJhEQz8.jpg,1995
187,Party Girl (1995),Comedy,https://image.tmdb.org/t/p/w500//cfGEUftQVjvJHTTc3OKbzfsBamT.jpg,1995
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,https://image.tmdb.org/t/p/w500//4ZWFhQipzBHJze2llzCzhrSIZsn.jpg,1995
189,Reckless (1995),Comedy|Fantasy,https://image.tmdb.org/t/p/w500//edNTtl2UuKcU8vXEaYgu76vISXw.jpg,1995
190,Safe (1995),Thriller,https://image.tmdb.org/t/p/w500//2O71QsBkbqdLqQdx2yuNpJ4pFPq.jpg,1995
191,"Scarlet Letter, The (1995)",Drama|Romance,https://image.tmdb.org/t/p/w500//8gIU7O3oV6NyWUjlL6ppbpnIZLW.jpg,1995
193,Showgirls (1995),Drama,https://image.tmdb.org/t/p/w500//atjtGFIIt9QMGf9ELyboq5cl466.jpg,1995
194,Smoke (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//phvnN7OPEnlHoAZe8nsSqPDD8B0.jpg,1995
195,Something to Talk About (1995),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//a52KpsmvLNdTdmDzw1fUrJONpfH.jpg,1995
196,Species (1995),Horror|Sci-Fi,https://image.tmdb.org/t/p/w500//cT5wdyo8kT7dycqjrolJ2sHWkFx.jpg,1995
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//rY5BrDRcYAKE0BYmmT66YG6Uy5Q.jpg,1995
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,https://image.tmdb.org/t/p/w500//7XHxvEo1C1GzbTkZuH8aAU8wOeV.jpg,1964
200,"Tie That Binds, The (1995)",Thriller,https://image.tmdb.org/t/p/w500//xwrY46PITbSoCiKm9gTnDWP47Kh.jpg,1995
201,Three Wishes (1995),Drama|Fantasy,https://image.tmdb.org/t/p/w500//8uzNbDH1b90DTsy38NPLqVIVpAH.jpg,1995
202,Total Eclipse (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//e0j1zDF3ITeTbGTXFGamosCxT4z.jpg,1995
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,https://image.tmdb.org/t/p/w500//8bkJiI6N8wDxAtQ49bLUt0qCBII.jpg,1995
204,Under Siege 2: Dark Territory (1995),Action,https://image.tmdb.org/t/p/w500//gElwFCQTbSK5hdK0PVyia547nst.jpg,1995
205,Unstrung Heroes (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//twnqc80AL55WYnCVz4nMGEGcL7.jpg,1995
206,Unzipped (1995),Documentary,https://image.tmdb.org/t/p/w500//dnIzv4rXr9FXkqW880E3rStYQA7.jpg,1995
207,"Walk in the Clouds, A (1995)",Drama|Romance,https://image.tmdb.org/t/p/w500//xencQzZnUWDRAOUydjf9PWet8Ae.jpg,1995
208,Waterworld (1995),Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/w500//f4Q6BKm1lv9u5xoffbIIwrOYf6z.jpg,1995
209,White Man's Burden (1995),Drama,https://image.tmdb.org/t/p/w500//pIgCFucYI0YvnMR35zV12YY0NHc.jpg,1995
210,Wild Bill (1995),Western,https://image.tmdb.org/t/p/w500//g5sQTDwc4BcvRCBAhnujhBPIEO1.jpg,1995
211,"Browning Version, The (1994)",Drama,https://image.tmdb.org/t/p/w500//8My9Wnzu1zasVVzGdDj5y2dItuM.jpg,1994
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,https://image.tmdb.org/t/p/w500//uurw7SlXjIrxEaiFFzDifanhfIq.jpg,1995
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,https://image.tmdb.org/t/p/w500//4zsq30Zj9iAeqejEkkmclL7VnwV.jpg,1994
214,Before the Rain (Pred dozhdot) (1994),Drama|War,https://image.tmdb.org/t/p/w500//sAVSVFonnNkup5xnlxDkuRrmI2N.jpg,1994
215,Before Sunrise (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg,1995
216,Billy Madison (1995),Comedy,https://image.tmdb.org/t/p/w500//iwk9pWR6MwTInEQc8Vw5vGHjeQ0.jpg,1995
217,"Babysitter, The (1995)",Drama|Thriller,https://image.tmdb.org/t/p/w500//wOv6HKiKTcDiyZRXPOsjm2JhVZV.jpg,1995
218,Boys on the Side (1995),Comedy|Drama,https://image.tmdb.org/t/p/w500//2dhZnfBjiza5TupvOupRU4hFAcJ.jpg,1995
219,"Cure, The (1995)",Drama,https://image.tmdb.org/t/p/w500//3WN1H5NzLOjhY9AP848v8WPc9uu.jpg,1995
222,Circle of Friends (1995),Drama|Romance,https://image.tmdb.org/t/p/w500//dmyEriE6TsnbgkNaFOvCcXaF0Nt.jpg,1995
223,Clerks (1994),Comedy,https://image.tmdb.org/t/p/w500//zeFhNF0SXlYIvWXpaOLuXVQ3jB4.jpg,1994
